"Time","Coral","Macro"
0,0.5838738885033934,0.1407190149622409,0.2754070965343657
1,0.5470293391092755,0.021968833853402803,0.4310017094064087
2,0.5486016699330056,0.006049600413043807,0.4453484911848728
3,0.5508146461354094,0.0035778413986824065,0.4456072856839724
4,0.554053155455919,0.0005227081245147689,0.4454239011622987
5,0.5563616867713638,0.0005102905343237616,0.4431277857118132
6,0.5577863483273743,0.0001338843602012945,0.4420795320390893
7,0.5586815040298758,0.00007721581487568812,0.44124104487505966
8,0.5592294769001585,9.764933856251909e-6,0.44076052293973866
9,0.5595548872870953,9.300809970644249e-6,0.44043557788289134
10,0.5597434228721087,2.41602716016407e-6,0.4402539265017246
11,0.5598527346794764,6.883665448245485e-7,0.44014634236155514
12,0.5599156621569765,1.7891323706626447e-7,0.4400839243287853
13,0.5599517472599613,3.564553829041349e-8,0.44004798250027843
14,0.5599724145643955,7.385763363960859e-10,0.44002735010280636
15,0.5599842076870912,2.38003138675139e-10,0.44001555747820464
16,0.5599909511038479,4.470005339986533e-11,0.44000881425050425
17,0.559994815743211,1.2638371356492257e-11,0.44000494964320297
18,0.559997003149983,1.0603259711751266e-11,0.44000276223846596
19,0.5599982685080673,-1.0251896464107807e-12,0.44000149689201
20,0.5599989912899803,-1.2931794862903952e-12,0.4400007741076085
21,0.5599994112013436,-1.2919580543097683e-12,0.4400003541990006
22,0.5599996562360383,-1.2144006560474328e-12,0.4400001091642284
23,0.559999799196841,-1.1704972139918529e-12,0.4399999662033818
24,0.5599998826155921,-1.1774726532739416e-12,0.43999988278463764
25,0.5599999313065296,-1.2196652482538672e-12,0.4399998340937424
26,0.5599999597270587,-1.2632514315502257e-12,0.4399998056732568
27,0.5599999763159483,-1.266196440524285e-12,0.43999978908437015
28,0.5599999859987169,-1.1370720433145996e-12,0.4399997794014725
29,0.5599999916504617,-1.1430410899653651e-12,0.4399997737497336
30,0.5599999949493174,-1.0566561685238914e-12,0.4399997704507915
31,0.5599999968748381,-1.1190121261725872e-12,0.4399997685253332
32,0.559999997998761,-1.1426495536916395e-12,0.43999976740132724
33,0.5599999986547944,-1.1363076751553491e-12,0.43999976674528757
34,0.5599999990377056,-1.2087650799436452e-12,0.43999976636244886
35,0.5599999992612574,-1.199937122074405e-12,0.43999976613888825
36,0.5599999993917315,-1.208668727842349e-12,0.4399997660084228
37,0.5599999994678749,-1.1536217061115618e-12,0.43999976593222434
38,0.5599999995122845,-1.0367260954115525e-12,0.43999976588769796
39,0.559999999538164,-1.0263280358406923e-12,0.43999976586180795
40,0.5599999999781687,6.988695809984189e-13,0.4400000000211324
