"Time","Coral","Macro"
0.,0.10539103309083066,0.3914296835980001,0.5031792833111692
0.5,0.10520634432539573,0.44085857961267416,0.45393509305298124
1.,0.10216553722901607,0.49448169205206993,0.4033527840752575
1.5,0.09609946410252972,0.5648380587616378,0.33906246180672756
2.,0.0879749027233526,0.6062626799848269,0.30576246526663636
2.5,0.08056612863212485,0.5805263611083991,0.3389077096379559
3.,0.07526767234300438,0.5456254422865692,0.3791071010752989
3.5,0.07061787519559948,0.5711743557930274,0.35820784368355063
4.,0.06506505643216584,0.6202326681776952,0.3147023013443585
4.5,0.0584638600357061,0.673245929977811,0.26829022899147087
5.,0.05150993464793333,0.7045938900142786,0.24389624174760366
5.5,0.044734270289117056,0.7379617958101719,0.21730399507924747
6.,0.03812851481156249,0.7843499411947389,0.17752157539977273
6.5,0.032289155419149625,0.7753014297359537,0.1924095716977797
7.,0.027636821656985926,0.7556817388250711,0.2166816184452789
7.5,0.023767395859251896,0.7641327504107188,0.21209996431344788
8.,0.0202916518276288,0.7880354197656486,0.19167300252584515
8.5,0.01716888976094471,0.8032371252159994,0.1795940780573093
9.,0.014453202881744726,0.8120713384799866,0.17347556535955508
9.5,0.012146460630872751,0.8142837100450369,0.1735699504905776
10.,0.010195539575042623,0.8201179349535165,0.16968663724661937
10.5,0.008481017207072334,0.8492755220888496,0.14224351799186066
11.,0.006975594448331674,0.8647301256796626,0.1282943679436796
11.5,0.0057590631756353795,0.8403768737441802,0.15386424514022984
12.,0.004825624048624629,0.8129701188830886,0.18220444553085352
12.5,0.004072067613480207,0.8144975477535954,0.18143050344144393
13.,0.0033908796883240335,0.8604698960439178,0.13613924121358453
13.5,0.0027982595246633154,0.8511997469020319,0.14600213761488484
14.,0.002292243568422111,0.8859392641299179,0.11176853346397363
14.5,0.0018953815188226292,0.8240544111080889,0.1740504807106179
15.,0.0015828079243183908,0.8452437126650626,0.15317355145362938
15.5,0.001310523851293694,0.8561826936731175,0.14250687799099204
16.,0.0010762567930038206,0.874969291860782,0.12395452844976243
16.5,0.0008791880618441834,0.8767840449994242,0.12233688361439865
17.,0.0007483231429295367,0.7374314823381206,0.26182067172347223
17.5,0.000650111855441894,0.7890464429404543,0.21030345028594144
18.,0.0005527471385569303,0.816699708230176,0.18274760182831776
18.5,0.00046319980944920143,0.841990705073664,0.1575461573086913
19.,0.00038167980664731237,0.877547173026536,0.122071185484099
19.5,0.0003123427771145028,0.8695099053643262,0.1301778916368916
20.,0.0002593191372416401,0.827395086146526,0.1723458172532934
20.5,0.00021858947120949814,0.8125349831915449,0.1872465831009942
21.,0.00018712043513390619,0.7729434252350896,0.22686966970123418
21.5,0.00017620024049155153,0.4954438011997345,0.5043809015097318
22.,0.0001836924445966146,0.3794763778936006,0.6203403389993299
22.5,0.00021281867920564258,0.14422838278453182,0.8555596947279696
23.,0.00025849693060348906,0.1667710561662421,0.8329705240957873
23.5,0.0003131420243164288,0.153852303219213,0.8458347028925871
24.,0.00037730249048242533,0.18659632311742774,0.8130264333814651
24.5,0.0004447586879867159,0.23382162095781356,0.7657336530466429
25.,0.0005097780604777538,0.28828433133777653,0.7112059080057744
25.5,0.0005658590941070676,0.3500764718190833,0.6493576704089756
26.,0.0006229080461190425,0.3189158170450235,0.6804614650592095
26.5,0.0006787908323475643,0.38622987630767835,0.613091322531258
27.,0.0007191834001636547,0.42004742728847183,0.5792334395533405
27.5,0.0007401343905453781,0.4920844086643418,0.5071754324729296
28.,0.0007896005342874669,0.30846087316093784,0.6907501462003924
28.5,0.0009073656328138146,0.21054179562843,0.7885512076201884
29.,0.0010570098935352823,0.2513211696921304,0.7476218626306712
29.5,0.0012266994621248216,0.22433173967229939,0.7744417409098467
30.,0.0014941200790816631,0.09414653592366695,0.9043598666892002
30.5,0.0018682569185092574,0.10864417916210786,0.8894876561809387
31.,0.0023256113094687948,0.10952334257592708,0.888151163939308
31.5,0.00289114148629547,0.11246939358678451,0.8846395783497211
32.,0.003614461697530995,0.08892701896757005,0.9074586881495537
32.5,0.004521713035426288,0.10801467617983407,0.8874636943003897
33.,0.0056612870261724575,0.08472203848329951,0.909616843546711
33.5,0.007078457292467152,0.11049266152956176,0.8824289531381587
34.,0.008703792010469075,0.14281690108756737,0.8484793661517473
34.5,0.010509882847195727,0.17287539905121796,0.8166147787675949
35.,0.012911342833516687,0.08640100525325341,0.9006880145366806
35.5,0.016177545636176117,0.08536212931045488,0.8984604416051675
36.,0.020115114829760708,0.10848723411315504,0.8713977224031763
36.5,0.024968394902821267,0.08406323232292963,0.8909685404987716
37.,0.030984934355714967,0.09859656652345627,0.8704185809128511
37.5,0.038183359754236694,0.09721922582654986,0.8645975241792304
38.,0.047215033123733666,0.07281289349222429,0.8799722343512355
38.5,0.05810963526040372,0.0956871177741138,0.846203306246399
39.,0.07016650128786638,0.12114970508100983,0.8086838444342984
39.5,0.08338695663645519,0.12979505695219187,0.7868180637502326
40.,0.09883629158733705,0.10583971736124666,0.795323991051416
