"Time","Coral","Macro"
0.,0.10047435037879826,0.13901151200331696,0.7605141376178848
0.5,0.11552161995118553,0.17610459801911152,0.7083737838905924
1.,0.12929993642934676,0.20988549061543693,0.6608145799915911
1.5,0.1428458382488767,0.19870702272426014,0.6584472363897662
2.,0.1550148700952708,0.2518863179502639,0.5930987855759045
2.5,0.16217568545556102,0.31384886705820125,0.523975411314112
3.,0.16428922063014367,0.35977723861153715,0.4759335416716679
3.5,0.16170577573909742,0.4189460445253243,0.41934816324645297
4.,0.16011233574197467,0.34774985336608466,0.4921380918928387
4.5,0.16307150265303025,0.3118117235022248,0.5251169527995929
5.,0.1648012885887033,0.3694078104025799,0.4657908803640367
5.5,0.1652661773881789,0.3399514066602221,0.4947825849654279
6.,0.16666096997860685,0.3456625317011275,0.4876765837806553
6.5,0.16654389682436396,0.3715002029783672,0.4619559458392801
7.,0.1630294556219306,0.42381979516585927,0.4131507478013013
7.5,0.15845538453425556,0.40667510940950763,0.43486965797607696
8.,0.15459472290346477,0.4164558841297243,0.42894948141291056
8.5,0.14986386421632963,0.4375140762300537,0.41262212532617615
9.,0.1421306342932376,0.5069179571338713,0.35095138064223735
9.5,0.13128320895589535,0.5506016900386188,0.3181151316537602
10.,0.12006545697909338,0.564047240079854,0.31588740093971585
10.5,0.10798669682200028,0.6310529823735839,0.2609603042102501
11.,0.09475516871062697,0.6771952415708211,0.22804961945893792
11.5,0.08161080691520327,0.7226886198391688,0.19570060376152637
12.,0.06927293410534438,0.7538118817104515,0.1769152447192237
12.5,0.058641102335799014,0.7548064836209039,0.1865525401962588
13.,0.049609708771360936,0.7729429530029405,0.1774474202121341
13.5,0.041505003679073414,0.8098790958213314,0.14861593707164952
14.,0.0342869148478491,0.8334805332967751,0.13223261646984102
14.5,0.027954671917077255,0.869249492575039,0.10279586970376026
15.,0.022605121035123615,0.8754752930564871,0.10191968634471003
15.5,0.018872045249606655,0.7699145828279,0.2112137495705384
16.,0.01605384013052843,0.803291477042933,0.18065471472119596
16.5,0.013477770075070821,0.8232509179144376,0.1632713735002241
17.,0.011158073910120523,0.8578198221952595,0.1310221311439451
17.5,0.009091685659686464,0.8853859249750363,0.10552243156839997
18.,0.007381755347341185,0.8761708155131034,0.11644755695593334
18.5,0.0059635770187966555,0.9042505116469912,0.08978595052277807
19.,0.004904843782849658,0.8210099173838403,0.17408555011500143
19.5,0.004210226085786305,0.7491144961917796,0.24667555665740706
20.,0.0036853353401318746,0.746273568653032,0.2500412052221135
20.5,0.0032277673319267204,0.7476630569039722,0.2491092750114315
21.,0.003031785255703333,0.516427580409437,0.4805413660692558
21.5,0.003021592188022833,0.5087794276230858,0.4881990985927316
22.,0.0031038428596556773,0.4124877002713258,0.5844087925336782
22.5,0.003272052159100747,0.40810710982596227,0.5886209485219666
23.,0.003388268355386439,0.4768297573535584,0.5197819369676797
23.5,0.0034621436455377166,0.45743164972389094,0.5391063512634516
24.,0.003555453327015895,0.4576528741382171,0.5387917731642091
24.5,0.0038540865417754184,0.279398952343596,0.7167475498035047
25.,0.004309739965582218,0.3252384049047331,0.6704518654442466
25.5,0.004809997080436451,0.28689632498971684,0.708293865016501
26.,0.005472049486129951,0.2542528342173249,0.7402752895182839
26.5,0.006196836325036754,0.3014493275328622,0.6923538445358471
27.,0.006823797480116123,0.35467468702538774,0.6385015109375268
27.5,0.007400412004535439,0.3555639039581521,0.6370357822167005
28.,0.007971706498583522,0.3778863429261094,0.6141420040704015
28.5,0.008533014137685533,0.3778490842566514,0.6136180016532004
29.,0.009362088080753256,0.29244631380507885,0.6981919053769048
29.5,0.010413163001761795,0.3206607582212636,0.6689261206008223
30.,0.012115017708358041,0.15046385586817343,0.8374217351009318
30.5,0.014640819004062791,0.15479514590771704,0.8305641227273763
31.,0.017579949612213697,0.16890539297617954,0.8135147250976055
31.5,0.020843131262978723,0.1955087730410559,0.7836481392744968
32.,0.024675056174383644,0.16862440035998788,0.8067006974512239
32.5,0.03006004530046954,0.09077268475014766,0.8791675760888078
33.,0.03709579150569013,0.10186227942554278,0.8610419957708905
33.5,0.04530606649337479,0.11461865780146599,0.8400753367483039
34.,0.0549015169307757,0.11404472333553911,0.8310538438636155
34.5,0.06628949088923787,0.10876815911925608,0.8249424405561814
35.,0.07988167674784043,0.09870817292216262,0.8214102472422672
35.5,0.09531541666981473,0.11833446798470815,0.7863501496048332
36.,0.11232168847787771,0.11422154145440035,0.7734568466017855
36.5,0.13076061945024037,0.13035251977173107,0.7388868938662557
37.,0.15169584326108965,0.09357348198880756,0.7547308242697479
37.5,0.17527992441236717,0.10181759508831434,0.7229025180427102
38.,0.19970569212082082,0.10092539470742437,0.69936896673527
38.5,0.2242813199195242,0.10947090988093304,0.6662478034750798
39.,0.24957254321292927,0.0900844013871008,0.6603431493476465
39.5,0.2781703714099514,0.0567284147703313,0.6651013436212532
40.,0.3088343204603965,0.04761500275664238,0.6435506767829613
