"Time","Coral","Macro","Turf"
0,0.29211690545288305,0.528679844216838,0.09909378198971679
4,0.5084946021863894,-0.03854072320128853,0.4987682386343136
8,0.5389392770836444,-0.02102521351397089,0.42726248181779036
12,0.5387833292479229,-0.07934795903536893,0.4632510322134713
16,0.6609022270686223,-0.08086656049732008,0.5088893125265356
20,0.5937912504042075,0.04195019516141176,0.4384657795947589
24,0.6186763730043021,-0.052092524915439,0.43261764459539137
28,0.5048920379976478,0.059518893037851864,0.4629257139076797
32,0.6014927329444528,0.030268249229607056,0.4176180928699013
36,0.5735365648558256,0.002886492150436346,0.4630817788391515
40,0.4919815955566834,-0.03026874472349638,0.42810243988152286
