"Time","Coral","Macro","Turf"
0,0.42,0.4799999999999998,0.10000000000000026
1,0.30542189663195507,0.47121463850646084,0.2233634648615846
2,0.2516451311681119,0.43840729399845757,0.3099475748334311
3,0.2063627625607656,0.5227144180984548,0.27092281934077955
4,0.16273700894405804,0.5950374135156449,0.24222557754029703
5,0.12444602512003769,0.6480862599532563,0.22746771492671192
6,0.09403253386678961,0.6819089826754552,0.224058483457747
7,0.0715429164483948,0.7057171829503016,0.22273990060130341
8,0.05283297483319225,0.7281948231191383,0.2189722020476995
9,0.03906039039932394,0.744375908103531,0.2165637014971451
10,0.027924834310691805,0.8042786289559372,0.16779653673337186
11,0.019548739491571675,0.8094621909119093,0.17098906959652727
12,0.013602140152314545,0.8377564465606535,0.14864141328702102
13,0.009292055860657688,0.8407668817015934,0.14994106243774813
14,0.00638011735351289,0.8482648826405925,0.14535500000589474
15,0.004458822093145024,0.8029675539719048,0.19257362393495048
16,0.003157241176105794,0.8085898531525803,0.18825290567129555
17,0.0021909424356602405,0.8503962290928303,0.1474128284715096
18,0.0014808363001195726,0.8718201599582484,0.12669900374162751
19,0.0009978499879299285,0.8726976631949519,0.12630448681711567
20,0.0006641016203362435,0.879441371519459,0.1198945268602048
21,0.000444254084649493,0.8645011269849134,0.13505461893037038
22,0.0002999532719951613,0.8760459922914217,0.12365405443658782
23,0.00020558207886519684,0.8044789893425921,0.19531542857854273
24,0.00014365081296629343,0.861203364355882,0.13865298483115154
25,0.00009595048602896665,0.8773635896592868,0.1225404598546856
26,0.00006460225567525243,0.8471446382674691,0.15279075947685553
27,0.00004403794119275298,0.874709180024812,0.12524678203399472
28,0.000029545871468467962,0.8844667285517586,0.1155037255767729
29,0.000019482257020791654,0.8829241691310705,0.11705634861189151
30,0.000012872997156305616,0.8876291716962739,0.11235795530656982
31,8.551108546309782e-6,0.8746665603562667,0.12532488853518572
32,5.681981303195942e-6,0.8526182513202548,0.1473760667005872
33,3.976771482762288e-6,0.8006056498257885,0.19939037340265867
34,2.850917099158904e-6,0.8178472787773833,0.1821498703055174
35,2.010048246773334e-6,0.8081419363592315,0.19185605359236196
36,1.4023962915708963e-6,0.8487307698382557,0.15126782776545855
37,9.539546270734017e-7,0.8534609220933957,0.1465381239519685
38,6.470445426321248e-7,0.8593156242542176,0.1406837287012357
39,4.4174741915560514e-7,0.847781366124127,0.1522181921284628
40,3.046298388080842e-7,0.8476920907029356,0.1523076046672257
41,2.0826263527804213e-7,0.8684199326996463,0.13157985903771835
42,1.4036995345931253e-7,0.8673079111893632,0.13269194844068344
