Coral,Macro,Stability
0.36863724295651934,-1.1222699047130039e-12,stable
0.19012201537289483,0.09245868571795998,unstable
9.399065580174967e-9,0.6247586724665755,stable
4.635667213548678e-14,6.923666279100714e-14,unstable
