"Time","Coral","Macro"
0.,0.26480771432442585,0.25206604818467326,0.4831262374909009
0.5,0.2739630399372825,0.162024029069235,0.5640130940254655
1.,0.29129990356994667,0.12174110729375937,0.5869589894712718
1.5,0.3128144135621394,0.09004770115636264,0.5971378555787401
2.,0.3345344521819408,0.09488171926913612,0.5705837087547859
2.5,0.3541029780635033,0.09016827224225205,0.555728654967741
3.,0.37087099118381134,0.10002360732447843,0.5291052811897368
3.5,0.38636708338123943,0.08162964851885274,0.5320032160005799
4.,0.412014792988758,0.006702824821357338,0.581282688968961
4.5,0.43898611596862663,0.0066331695027233425,0.5543805940181491
5.,0.4624332264424166,0.002866062856081482,0.5347006089795013
5.5,0.48239105342049504,0.0021964575636915016,0.5154123842270706
6.,0.49879969878899677,0.001850758662360205,0.499349444506632
6.5,0.5120241196068067,0.0017926854676483682,0.4861831029292186
7.,0.522736620346106,0.0004022900189075033,0.47686100878333504
7.5,0.531270800455272,0.0003840346546048344,0.46834508309558226
8.,0.5379242234114305,0.0002953833630704164,0.4617803158027885
8.5,0.5430830422932582,0.0002452875429372202,0.4566715959916152
9.,0.5470924775781184,0.000033632623163168046,0.45287381915772434
9.5,0.5501826250355698,0.00002012395542170528,0.4497971814195509
10.,0.5525426450244303,0.000022373840520414534,0.44743491316276796
10.5,0.5543395471651933,0.000022172823080567817,0.44563821332361386
11.,0.5557072820171357,0.000010049525278002045,0.4442826027867958
11.5,0.5567476528096392,4.85702686607486e-6,0.4432474252176184
12.,0.5575370951253743,5.024665406374033e-6,0.442457815829564
12.5,0.5581356202011851,2.426135864205515e-6,0.44186188974301993
13.,0.5585892401593698,1.6439653756925626e-6,0.4414090522807511
13.5,0.5589327483336871,1.0924563879308568e-6,0.4410660955920715
14.,0.5591927400325591,1.0149523683888585e-6,0.4408061818361871
14.5,0.5593894091869425,9.710111500401626e-7,0.4406095567793475
15.,0.5595381980859412,6.176830321766806e-7,0.4404611212084665
15.5,0.5596507608494797,5.026742920775058e-7,0.44034867379075127
16.,0.559735937284997,4.0539986306754325e-8,0.4402639593339773
16.5,0.559800405987616,2.480648386586584e-8,0.44019950636563937
17.,0.5598491424360394,9.208348727884727e-9,0.44015078551620734
17.5,0.5598859828151866,2.747936411864608e-9,0.44011395159809463
18.,0.5599138280529,1.9057727663263907e-9,0.4400861072002473
18.5,0.5599348439614197,1.4338179620499764e-9,0.4400650917651279
19.,0.5599507408056593,1.4383773453556809e-9,0.4400491949166994
19.5,0.5599627593669172,7.92080597070252e-10,0.4400371770017382
20.,0.5599718457787949,3.121875841407528e-10,0.4400280910697535
20.5,0.5599787149974232,3.4557605443826197e-10,0.4400212218159208
21.,0.5599838821294407,3.6013749757252717e-10,0.44001605467049365
21.5,0.5599877993476122,4.0399143018447904e-10,0.4400121374073165
22.,0.5599907645091415,4.224383889673897e-10,0.4400091722273401
22.5,0.5599930094994929,4.148398388140092e-10,0.4400069272445873
23.,0.5599947087258103,4.765565402548982e-10,0.44000522795655345
23.5,0.5599959758111197,5.701123700593424e-10,0.44000396077840365
24.,0.5599969411132658,5.484497756619079e-10,0.4400029954972046
24.5,0.5599976748239925,5.026936946370055e-10,0.44000226183223373
25.,0.5599982325105443,4.5480691627128795e-10,0.4400017041935689
25.5,0.5599986563914103,4.979649323434375e-10,0.4400012802695449
26.,0.5599989743659526,5.573534926698411e-10,0.44000096223487567
26.5,0.5599992163062995,6.10449528388325e-10,0.4400007202421712
27.,0.5599994011031131,7.050533328131374e-10,0.44000053535075373
27.5,0.5599995422508389,7.610902019518001e-10,0.44000039414699094
28.,0.5599996500531176,8.496971930667986e-10,0.4400002862561053
28.5,0.5599997323748772,9.683263424754533e-10,0.4400002038157166
29.,0.5599997951957043,1.1264326995188303e-9,0.440000140836783
29.5,0.559999843138687,1.3488851388117256e-9,0.440000092671348
30.,0.5599998797584393,1.2846481410076192e-9,0.44000005611583254
30.5,0.5599999077127018,1.451896160559259e-9,0.44000002799432214
31.,0.5599999290178942,1.6682474843385437e-9,0.4400000064727784
31.5,0.5599999452474128,1.8341799002636726e-9,0.4399999900773274
32.,0.5599999575946537,2.0527282988016792e-9,0.43999997751150943
32.5,0.5599999669697748,2.2793737791493544e-9,0.43999996790974305
33.,0.5599999740621191,2.5726419829256324e-9,0.4399999605241305
33.5,0.5599999796252674,1.6184532154320258e-9,0.43999995591517094
34.,0.5599999839520908,1.62238411339043e-9,0.4399999515844166
34.5,0.559999987215852,1.8650577600681437e-9,0.4399999480779819
35.,0.5599999896302149,2.2024872997994396e-9,0.43999994532618947
35.5,0.5599999913838773,2.5589113599929934e-9,0.4399999432161028
36.,0.5599999926298082,2.9227614168616698e-9,0.439999941606322
36.5,0.5599999935000609,3.2111356312710597e-9,0.4399999404476951
37.,0.5599999940838529,3.535732822960146e-9,0.43999993953930583
37.5,0.5599999944615489,3.767033745152704e-9,0.43999993893030886
38.,0.5599999947879091,3.4333807641714843e-9,0.43999993893760186
38.5,0.5599999950122547,3.7450840998955785e-9,0.4399999384015527
39.,0.5599999951349065,3.869208287355785e-9,0.4399999381547768
39.5,0.559999995159143,4.210385713103605e-9,0.43999993778936286
40.,0.5599999955164946,3.5654864335599098e-9,0.440000000918019
