"Time","Coral","Macro"
0.,0.3871322853512009,0.10521815009061784,0.5076495645581812
0.5,0.4029473599067906,0.05550720066044973,0.5415455345710208
1.,0.41997678227924923,0.06340142962033703,0.5166217170584456
1.5,0.43499754027426524,0.05020738874132081,0.5147950533921772
2.,0.4526022443781948,0.021289438615239867,0.5261083545908574
2.5,0.47032885954772846,0.017821048572320156,0.5118500441285945
3.,0.48793319027655485,0.0015657099001450063,0.5105011350901426
3.5,0.5034685913027935,0.000933011374453005,0.4955983476561112
4.,0.5160208749066371,0.0005108129859025723,0.483468268343208
4.5,0.5259875146238981,0.00046375312546653545,0.4735486930214787
5.,0.533807433194569,0.0003217337054935303,0.4658707988937031
5.5,0.5399104158205591,0.00019319696139952607,0.45989635683031094
6.,0.5446278715406774,0.0002220411368291936,0.4551500596176714
6.5,0.5482456843755193,0.00021711580137781506,0.4515371746810322
7.,0.5510125480320212,0.0002202470825433883,0.4487671816460628
7.5,0.5531253829441813,0.00019727709460838063,0.4466773182709927
8.,0.5547378662877627,0.0001842827387426885,0.44507783040035426
8.5,0.5559635170009056,0.0001919882977873857,0.44384447495986634
9.,0.5568911114837028,0.00020240177829974627,0.44290646767121555
9.5,0.557605546136791,0.00011972817731022301,0.44227470737143765
10.,0.5581620976267191,0.00008121120574611347,0.44175667307897054
10.5,0.5585941474582962,0.000041872387197506427,0.44136396236694314
11.,0.5589252668699543,0.00004427704767145339,0.4410304383986224
11.5,0.5591831405076659,3.819287068248626e-6,0.44081302292862073
12.,0.5593818966864682,8.558579628717678e-7,0.4406172300928944
12.5,0.5595324808618554,9.378379783521166e-7,0.440466564035116
13.,0.5596463513251018,8.393616393877844e-7,0.4403527921327184
13.5,0.5597324907896067,6.524739869880398e-7,0.4402668395567999
14.,0.5597976968025129,2.623832181421435e-7,0.4402020237575222
14.5,0.5598470453307246,1.5296367123184434e-7,0.4401527846375328
15.,0.559884376755681,4.722403655619368e-8,0.4401155589523365
15.5,0.5599125726091604,2.8967006068515353e-8,0.44008738144103393
16.,0.5599339013425909,2.0631548503555787e-8,0.4400660610412568
16.5,0.5599500286523461,7.848836785165858e-9,0.44004994651421336
17.,0.5599622225384957,3.6132668660085092e-9,0.4400377568636337
17.5,0.5599714405542897,3.153258259895246e-9,0.4400285393083166
18.,0.5599783811399915,1.033202003809929e-9,0.44002160084474484
18.5,0.5599836404042815,1.1611888698197707e-9,0.44001634145039403
19.,0.5599876202381184,7.376686283346131e-10,0.4400123620400772
19.5,0.5599906319199136,5.392423832131756e-10,0.44000935055670837
20.,0.5599929114031396,4.246223025855977e-10,0.44000707118749455
20.5,0.5599946132042822,4.947140924004275e-10,0.4400053693176371
21.,0.5599959085609214,5.19202956719232e-10,0.4400040739351321
21.5,0.5599968923727096,6.164705671669094e-10,0.4400030900260764
22.,0.559997639561233,6.77306297971857e-10,0.4400023427767171
22.5,0.5599982070314928,7.763664365552749e-10,0.44000177520739703
23.,0.5599986330344584,8.752488126754816e-10,0.4400013491061572
23.5,0.5599989555552356,8.803846728636407e-10,0.4400010265796361
24.,0.5599992019083393,9.6576494450635e-10,0.4400007801411521
24.5,0.5599993900910927,9.342762565622197e-10,0.44000059198988745
25.,0.5599995338240334,1.0477578348004742e-9,0.4400004481434651
25.5,0.559999643599476,1.1032082350948636e-9,0.4400003383125723
26.,0.5599997271185625,1.2396437558875368e-9,0.44000025465705017
26.5,0.5599997909624633,1.329686049082478e-9,0.44000019072310703
27.,0.5599998397345963,1.5872392794971965e-9,0.44000014169342083
27.5,0.559999876998625,1.6593527855326222e-9,0.44000010435727865
28.,0.5599999054706838,1.770934525026727e-9,0.44000007577363814
28.5,0.5599999272248432,1.8307113786633404e-9,0.4400000539597019
29.,0.5599999438179599,2.0502142121254886e-9,0.4400000371470823
29.5,0.5599999564188247,2.4534143000509285e-9,0.44000002414301737
30.,0.5599999659663691,2.7674786786003065e-9,0.44000001428140856
30.5,0.5599999731941938,3.0375644039829174e-9,0.4400000067834982
31.,0.5599999786831398,3.1281060326733263e-9,0.4400000012040106
31.5,0.5599999828434459,3.2981962391617846e-9,0.4399999968736143
32.,0.5599999859765139,3.4940312029974454e-9,0.43999999354470365
32.5,0.5599999883784013,3.3678357694316155e-9,0.4399999912690117
33.,0.5599999902335917,3.3228082187346605e-9,0.43999998945884883
33.5,0.5599999916664589,3.2638083371038e-9,0.43999998808498153
34.,0.5599999927472962,3.3768149044274395e-9,0.43999998689113773
34.5,0.5599999934852377,3.830225936073918e-9,0.4399999856997851
35.,0.5599999939617466,4.114038928637923e-9,0.43999998493946324
35.5,0.5599999942012774,4.6931445287462625e-9,0.4399999841208268
36.,0.5599999943538893,4.5900760678469126e-9,0.4399999840712834
36.5,0.5599999945919604,3.9534197309753e-9,0.4399999844698686
37.,0.5599999947706248,4.269325430905265e-9,0.4399999839752986
37.5,0.5599999949018839,4.149747945370599e-9,0.43999998396361695
38.,0.5599999949558638,4.471153737955892e-9,0.4399999835882312
38.5,0.5599999948652064,5.072480404898596e-9,0.439999983077562
39.,0.5599999947513913,5.037983979516906e-9,0.4399999832258735
39.5,0.5599999946518839,5.12525075287016e-9,0.4399999832381142
40.,0.5599999950349182,2.876784391072318e-9,0.4400000020882975
