"Time","Coral","Macro"
0.,0.5333438854638661,0.16566918449701268,0.3009869300391212
0.5,0.49901898890350627,0.1587053194924132,0.34227558237041655
1.,0.47847577656805385,0.12779655541219068,0.39372758790938317
1.5,0.46541314511653,0.13342479996705897,0.40116186118961483
2.,0.45909213159772966,0.09787424344619156,0.4430335235902341
2.5,0.4634162674845413,0.05363446814692026,0.48294917494055173
3.,0.47364906012536667,0.034918110979491615,0.4914326453822798
3.5,0.48749739761662025,0.010109033181601432,0.5023934202786992
4.,0.500992556205649,0.009701081274408059,0.4893061215768269
4.5,0.5118865412361401,0.009091617971959103,0.47902160599066423
5.,0.52111283215793,0.005210489704040035,0.47367645692514093
5.5,0.5288036838174258,0.00494597367571714,0.46625011398233457
6.,0.5348659818898489,0.004594574105489101,0.4605392193409222
6.5,0.5396025035651414,0.004550165356099729,0.45584710865714906
7.,0.5442403318250313,0.00002236878027723836,0.45573712744845835
7.5,0.5480022141961886,0.000012623355151207714,0.4519849421582224
8.,0.5508819360107741,8.035590611650991e-6,0.44910981010001255
8.5,0.5530796027839691,4.531742415489472e-6,0.44691564873671047
9.,0.5547528290641314,3.1816116236533903e-6,0.44524377380892466
9.5,0.5560242914902236,3.1819743717238118e-6,0.44397231096672085
10.,0.5569892205574316,2.6101555389398575e-6,0.44300795533426973
10.5,0.5577207886191824,2.6413968436401023e-6,0.44227635607163224
11.,0.5582749972934307,2.469864195283829e-6,0.44172231897010583
11.5,0.5586946062545616,2.542084925375435e-6,0.4413026389464694
12.,0.5590123164826023,1.4565089886862677e-6,0.4409860143001692
12.5,0.5592529158475258,8.313432253687522e-7,0.4407460400956423
13.,0.5594349647332587,8.16057159555897e-7,0.4405640070222969
13.5,0.5595727556641729,1.3358367378083673e-7,0.4404268985648684
14.,0.5596770074204906,9.116422576248439e-8,0.44032268870124014
14.5,0.559755833026344,7.182074305278317e-8,0.4402438824400498
15.,0.5598154349459706,7.007380070560846e-8,0.4401842822695564
15.5,0.5598604934107203,3.242927366888584e-8,0.4401392614530327
16.,0.5598945564980408,2.0741950720544073e-8,0.44010521005379044
16.5,0.5599203029520079,2.1022617137158152e-8,0.4400794633113798
17.,0.5599397352290865,1.6085437767155366e-8,0.4400600359763735
17.5,0.5599544362197209,6.324067721591857e-9,0.44004534474836293
18.,0.55996555190101,4.295139394740255e-9,0.44003423109600215
18.5,0.5599739559106115,3.4362305185832564e-9,0.4400258279453096
19.,0.5599803095223012,1.9131222368123054e-9,0.4400194758505815
19.5,0.5599850891821012,7.004280316018079e-10,0.4400146974073744
20.,0.5599887127871712,6.585723911156812e-10,0.4400110738402613
20.5,0.5599914556961932,7.314232607605464e-10,0.4400083308583883
21.,0.5599935323833138,8.833228227328767e-10,0.4400062540193681
21.5,0.5599951041981653,9.568371016593806e-10,0.4400046821310024
22.,0.5599962779158384,8.801186854032339e-10,0.44000350849619435
22.5,0.559997170454942,1.0503170692328815e-9,0.44000261578074584
23.,0.5599978488249117,1.095272858799597e-9,0.4400019373658202
23.5,0.5599983644100431,1.2308596383756361e-9,0.4400014216451021
24.,0.559998751174834,1.2606414719650764e-9,0.44000103484803
24.5,0.5599990463640511,1.1707625242810814e-9,0.44000073974869175
25.,0.5599992709513075,1.3932441660045617e-9,0.44000051494145315
25.5,0.5599994424665663,1.5473972837849383e-9,0.4400003432720414
26.,0.5599995734412783,1.7327274933559855e-9,0.4400002121119992
26.5,0.5599996734231114,2.0441734827993427e-9,0.44000011181872
27.,0.5599997496800394,2.384661038152372e-9,0.44000003522130443
27.5,0.559999807909422,2.3884402737260556e-9,0.4399999769881426
28.,0.5599998523496033,2.65998216250788e-9,0.4399999322764195
28.5,0.5599998861942376,3.149274338358949e-9,0.439999897942493
29.,0.5599999120065973,3.158188282765668e-9,0.4399998721212193
29.5,0.5599999318452663,2.48184257903153e-9,0.439999852958896
30.,0.5599999469890198,2.8887516702864557e-9,0.43999983740823345
30.5,0.5599999585980263,2.458551523167552e-9,0.439999826229427
31.,0.5599999674329872,2.8721424552488894e-9,0.4399998169808752
31.5,0.5599999741081404,3.094016415680689e-9,0.4399998100838481
32.,0.5599999791166663,3.513000668190468e-9,0.43999980465624106
32.5,0.5599999828437858,3.876619652923557e-9,0.4399998005655027
33.,0.5599999855398667,4.575074533209717e-9,0.439999797170967
33.5,0.5599999875381474,4.573294143643992e-9,0.4399997951744667
34.,0.5599999892064095,3.765839418318308e-9,0.4399997943136593
34.5,0.5599999905218034,3.924469821597087e-9,0.43999979283963503
35.,0.5599999914052564,4.553183544520932e-9,0.4399997913274682
35.5,0.5599999920600945,4.348841437111075e-9,0.4399997908769723
36.,0.5599999925145092,4.718131198029978e-9,0.43999979005326784
36.5,0.559999992873102,4.4657138699412614e-9,0.4399997899470924
37.,0.5599999931236195,4.7280924099158564e-9,0.43999978943419643
37.5,0.5599999932055255,5.232103386215181e-9,0.43999978884827934
38.,0.5599999930767335,6.0911503324991914e-9,0.43999978811802437
38.5,0.5599999927777822,6.817326932933439e-9,0.439999787690799
39.,0.5599999923329083,7.706948599248163e-9,0.43999978724605127
39.5,0.559999991815553,8.283004742486238e-9,0.43999978718735044
40.,0.559999992241509,8.807283457364489e-9,0.43999999895120756
