"Time","Coral","Macro","Turf"
0,0.85,0.05,0.10000000000000002
2,0.6233743180055956,0.0026459256503921984,0.3739797563440122
4,0.5784328653688747,0.00047638443247981563,0.42109075019864545
6,0.5657276925022403,0.00010317060178976421,0.4341691368959699
8,0.5618212734726685,0.000023501937426450834,0.438155224589905
10,0.5605849598666732,5.436885000827916e-6,0.43940960324832595
12,0.5601888767452605,1.2638396415553624e-6,0.4398098594150979
14,0.5600611808610122,2.9411044898911496e-7,0.4399385250285388
16,0.5600198598193307,6.843526244711297e-8,0.4399800717454069
18,0.5600064558427144,1.5932160553207943e-8,0.4399935282251251
20,0.5600020991466705,3.676478030512855e-9,0.43999789717685145
22,0.5600006850244228,8.714186279606731e-10,0.4399993141041586
24,0.5600002238833408,2.1255556988325845e-10,0.4399997759041036
26,0.5600000713300419,4.341593525626721e-11,0.43999992862654214
28,0.5600000240686303,1.536499931731304e-11,0.43999997591600476
30,0.560000008225321,3.8764397864329046e-12,0.4399999917708025
32,0.5600000027732968,1.0316984917299172e-12,0.43999999722567157
34,0.5600000009445723,3.4810311083271355e-13,0.43999999905507964
36,0.5600000000373982,-4.290921277780911e-14,0.43999999996264466
38,0.5599999993903861,-2.4870046057817187e-13,0.44000000060986255
40,0.5599999995065198,-1.5798366167467642e-13,0.4400000004936382
42,0.5599999996936472,-7.430625295456267e-14,0.4400000003064271
44,0.5599999995890631,-1.1802774423768665e-13,0.4400000004110549
46,0.5599999997598749,-6.049091978583448e-14,0.4400000002401856
48,0.5599999998917213,-1.5683343895430024e-14,0.4400000001082944
50,0.5599999998958763,-2.0322596142309023e-14,0.440000000104144
52,0.5599999999537605,-7.373389338633974e-15,0.4400000000462469
54,0.5599999999949645,2.981178143584631e-15,0.4400000000050325
56,0.5600000000017802,3.988469265884015e-15,0.4399999999982158
58,0.5599999999923072,5.682758045854621e-16,0.44000000000769224
60,0.5599999999846454,-2.3596104639897362e-15,0.44000000001535694
62,0.5599999999929948,-8.901154924707206e-16,0.4400000000070061
64,0.5599999999992367,3.598865408611579e-16,0.440000000000763
66,0.5600000000002692,4.814867758600858e-16,0.43999999999973033
68,0.5599999999988343,6.860173687632805e-17,0.4400000000011656
70,0.5599999999976738,-2.8485205173985325e-16,0.4400000000023265
72,0.5599999999989387,-1.0745465051306059e-16,0.44000000000106143
74,0.5599999999998843,4.344549458694754e-17,0.4400000000001157
76,0.5600000000000407,5.812506138307925e-17,0.43999999999995926
78,0.5599999999998234,8.281607013886311e-18,0.4400000000001766
80,0.5599999999996476,-3.4387311382079554e-17,0.4400000000003525
82,0.5599999999998393,-1.2964861182050451e-17,0.4400000000001607
84,0.5599999999999844,5.499914757172335e-18,0.4400000000000156
86,0.5600000000000153,8.26533075878243e-18,0.43999999999998474
88,0.5599999999999987,4.506575773318292e-18,0.4400000000000013
90,0.5600000000000015,3.3988387513183776e-18,0.4399999999999985
92,0.5600000000000469,8.340676872025602e-18,0.4399999999999531
94,0.5600000000000583,9.18085833142962e-18,0.43999999999994166
96,0.5600000000000461,7.13431844651553e-18,0.4399999999999539
98,0.5600000000000268,4.2229011317669464e-18,0.4399999999999732
100,0.560000000000017,2.468450301667487e-18,0.43999999999998296
